,i_entry_name,i_length,i_native,i_tm_helix,i_tm_score,u_uniprot_acc
925,UVRC_ECOLI,610.0, ,0.0,,P0A8G0
926,UXAA_ECOLI,495.0, ,1.0,,P42604
927,UXUA_ECOLI,394.0, ,0.0,,P24215
928,SYV_ECOLI,951.0, ,4.0,,P07118
929,VISC_ECOLI,400.0, ,6.0,,P25535
930,WAAU_ECOLI,357.0, ,1.0,,P27242
931,WCAA_ECOLI,279.0, ,0.0,,P77414
932,WCAE_ECOLI,248.0, ,0.0,,P71239
933,WCAJ_ECOLI,464.0, ,107.0,,P71241
934,WCAM_ECOLI,464.0, ,0.0,,P71244
935,WECC_ECOLI,420.0, ,5.0,,P27829
936,WZA_ECOLI,379.0, ,9.0,,P0A930
937,WZXE_ECOLI,416.0, ,261.0,,P0AAA7
938,WZZE_ECOLI,348.0, ,32.0,,P0AG00
939,XAPA_ECOLI,277.0,1yqqA,0.0,,P45563
940,XDHA_ECOLI,752.0, ,0.0,,Q46799
941,XDHD_ECOLI,956.0, ,0.0,,Q46814
942,XNI_ECOLI,251.0, ,2.0,,P38506
943,XYLA_ECOLI,440.0, ,0.0,,P00944
944,XYLF_ECOLI,330.0,3ma0A,6.0,,P37387
945,XYLR_ECOLI,392.0, ,0.0,,P0ACI3
946,YAAU_ECOLI,443.0, ,267.0,,P31679
947,YACF_ECOLI,247.0, ,0.0,,P36680
948,YADE_ECOLI,409.0, ,15.0,,P31666
949,YADK_ECOLI,198.0, ,15.0,,P37016
950,YADN_ECOLI,194.0, ,7.0,,P37050
951,YAEI_ECOLI,270.0, ,9.0,,P37049
952,YAFC_ECOLI,304.0, ,0.0,,P30864
953,YAFJ_ECOLI,255.0, ,0.0,,Q47147
954,YAFM_ECOLI,165.0, ,0.0,,Q47152
955,YAFX_ECOLI,152.0, ,0.0,,P75676
956,YAGF_ECOLI,655.0, ,0.0,,P77596
957,YAGI_ECOLI,252.0, ,0.0,,P77300
958,YAGM_ECOLI,284.0, ,3.0,,P71296
959,YAGS_ECOLI,318.0, ,0.0,,P77324
960,YAGW_ECOLI,547.0, ,14.0,,P77694
961,YAHB_ECOLI,310.0, ,0.0,,P77700
962,YAHG_ECOLI,472.0, ,3.0,,P77221
963,YAHK_ECOLI,349.0,1uufA,4.0,,P75691
964,YAIP_ECOLI,398.0, ,81.0,,Q47536
965,YAIV_ECOLI,207.0, ,2.0,,P0AAP5
966,YAJG_ECOLI,192.0, ,6.0,,P0ADA5
967,YAJQ_ECOLI,163.0, ,0.0,,P0A8E7
968,YBAK_ECOLI,159.0,2dxaA,0.0,,P0AAR3
969,YBAT_ECOLI,430.0, ,261.0,,P77400
970,YBBL_ECOLI,225.0, ,0.0,,P77279
971,YBBO_ECOLI,269.0, ,5.0,,P0AFP4
972,YBBY_ECOLI,433.0, ,257.0,,P77328
973,YBCL_ECOLI,183.0,1fuxB,9.0,,P77368
974,YBCY_ECOLI,194.0, ,0.0,,P77460
975,YBDL_ECOLI,386.0,1u08A,0.0,,P77806
976,YBDO_ECOLI,300.0, ,4.0,,P77746
977,YBEL_ECOLI,160.0, ,0.0,,P0AAT9
978,YBET_ECOLI,184.0, ,10.0,,P77296
979,YBFF_ECOLI,254.0,3bf8A,0.0,,P75736
980,YBFO_ECOLI,477.0, ,0.0,,P77779
981,YBGI_ECOLI,247.0,1nmpA,0.0,,P0AFP6
982,YBGL_ECOLI,244.0,1xw8A,0.0,,P75746
983,YBGQ_ECOLI,815.0, ,16.0,,P75750
984,YBHC_ECOLI,427.0,3grhA,5.0,,P46130
985,YBHG_ECOLI,332.0, ,18.0,,P75777
986,YBHJ_ECOLI,753.0, ,0.0,,P75764
987,YBHM_ECOLI,237.0, ,131.0,,P75769
988,YBHP_ECOLI,253.0, ,0.0,,P0AAW1
989,YBIA_ECOLI,160.0, ,0.0,,P30176
990,YBIH_ECOLI,223.0, ,0.0,,P0ACU0
991,YBIR_ECOLI,372.0, ,200.0,,P75788
992,YBIU_ECOLI,421.0,2dbnA,0.0,,P75791
993,PFLE_ECOLI,299.0, ,0.0,,P75794
994,YBJG_ECOLI,198.0, ,86.0,,P75806
995,YBJK_ECOLI,178.0, ,1.0,,P75811
996,YBJS_ECOLI,337.0, ,1.0,,P75821
997,YCAD_ECOLI,382.0, ,229.0,,P21503
998,YCAL_ECOLI,254.0, ,13.0,,P43674
999,YCAO_ECOLI,586.0, ,0.0,,P75838
1000,YCBB_ECOLI,615.0, ,4.0,,P22525
1001,YCBJ_ECOLI,297.0, ,0.0,,P0AB03
1002,YCBU_ECOLI,180.0, ,15.0,,P75859
1003,LONH_ECOLI,586.0, ,0.0,,P75867
1004,YCCM_ECOLI,357.0, ,113.0,,P52636
1005,YCDO_ECOLI,375.0, ,0.0,,P0AB24
1006,YCDX_ECOLI,245.0,1pb0A,0.0,,P75914
1007,YCEA_ECOLI,350.0, ,0.0,,P24188
1008,YCEG_ECOLI,340.0,2r1fA,19.0,,P28306
1009,C56I_ECOLI,188.0, ,79.0,,P75925
1010,YCFP_ECOLI,180.0, ,0.0,,P0A8E1
1011,YCFT_ECOLI,357.0, ,148.0,,P75955
1012,YCGE_ECOLI,243.0, ,0.0,,P75989
1013,YCGM_ECOLI,219.0,1nr9B,0.0,,P76004
1014,YCGV_ECOLI,955.0, ,11.0,,P76017
1015,YCHJ_ECOLI,152.0, ,0.0,,P37052
1016,YCIB_ECOLI,179.0, ,98.0,,P0A710
1017,YCIF_ECOLI,166.0,2gs4A,0.0,,P21362
1018,YCIO_ECOLI,206.0,1k7jA,0.0,,P0AFR4
1019,YCIW_ECOLI,375.0, ,6.0,,P76035
1020,YCJN_ECOLI,430.0, ,8.0,,P76042
1021,YCJQ_ECOLI,350.0, ,2.0,,P76043
1022,YCJT_ECOLI,755.0, ,1.0,,P77154
1023,YCJW_ECOLI,332.0, ,0.0,,P77615
1024,YCJZ_ECOLI,299.0, ,0.0,,P77333
1025,YDAV_ECOLI,248.0, ,0.0,,P77546
1026,YDBC_ECOLI,286.0, ,0.0,,P25906
1027,NIFJ_ECOLI,1174.0, ,1.0,,P52647
1028,YDCJ_ECOLI,447.0, ,0.0,,P76097
1029,YDCO_ECOLI,391.0, ,223.0,,P76103
1030,YDCS_ECOLI,381.0, ,4.0,,P76108
1031,YDCV_ECOLI,264.0, ,134.0,,P0AFR9
1032,YDDE_ECOLI,297.0,1qyaB,0.0,,P37757
1033,YDDK_ECOLI,318.0, ,0.0,,P76123
1034,YDEH_ECOLI,296.0, ,0.0,,P31129
1035,YDEM_ECOLI,385.0, ,0.0,,P76134
1036,YDEP_ECOLI,759.0, ,0.0,,P77561
1037,YDES_ECOLI,176.0, ,15.0,,P77789
1038,YDFG_ECOLI,248.0, ,0.0,,P39831
1039,YDFJ_ECOLI,427.0, ,224.0,,P77228
1040,YDGD_ECOLI,273.0, ,7.0,,P76176
1041,YDGJ_ECOLI,346.0, ,0.0,,P77376
1042,YDHF_ECOLI,298.0,1og6C,0.0,,P76187
1043,YDHO_ECOLI,271.0, ,11.0,,P76190
1044,YDHS_ECOLI,534.0, ,0.0,,P77148
1045,YDHV_ECOLI,700.0, ,1.0,,P76192
1046,YDHY_ECOLI,208.0, ,7.0,,P0AAL6
1047,YDIF_ECOLI,531.0, ,0.0,,P37766
1048,YDIM_ECOLI,404.0, ,252.0,,P76197
1049,YDIP_ECOLI,303.0, ,0.0,,P77402
1050,YDIS_ECOLI,429.0, ,7.0,,P77337
1051,YDJA_ECOLI,183.0,3bm1A,0.0,,P0ACY1
1052,YDJG_ECOLI,326.0, ,0.0,,P77256
1053,YDJJ_ECOLI,347.0, ,0.0,,P77280
1054,YDJN_ECOLI,463.0, ,216.0,,P77529
1055,YEAG_ECOLI,644.0, ,0.0,,P0ACY3
1056,YEAJ_ECOLI,496.0, ,38.0,,P76237
1057,YEAN_ECOLI,393.0, ,217.0,,P76242
1058,YEAW_ECOLI,374.0, ,0.0,,P0ABR7
1059,YEAZ_ECOLI,231.0,1okjA,3.0,,P76256
1060,YEBC_ECOLI,246.0,1konA,0.0,,P0A8A0
1061,YEBQ_ECOLI,457.0, ,256.0,,P76269
1062,YEBT_ECOLI,877.0, ,16.0,,P76272
1063,YECC_ECOLI,250.0, ,0.0,,P37774
1064,YECM_ECOLI,188.0,1k4nA,0.0,,P52007
1065,YEDA_ECOLI,306.0, ,199.0,,P0AA70
1066,YEDJ_ECOLI,231.0,3gw7A,1.0,,P46144
1067,YEDN_ECOLI,173.0, ,0.0,,P76321
1068,YEDS_ECOLI,397.0, ,9.0,,P76335
1069,YEDY_ECOLI,334.0,1xdqC,5.0,,P76342
1070,YEEJ_ECOLI,2358.0, ,14.0,,P76347
1071,YEEO_ECOLI,495.0, ,272.0,,P76352
1072,YEEZ_ECOLI,274.0, ,2.0,,P0AD12
1073,YEGD_ECOLI,450.0, ,0.0,,P36928
1074,YEGI_ECOLI,648.0, ,17.0,,P76393
1075,YEGQ_ECOLI,453.0, ,0.0,,P76403
1076,YEGU_ECOLI,334.0, ,0.0,,P76418
1077,YEGX_ECOLI,272.0, ,18.0,,P76421
1078,YEHC_ECOLI,239.0, ,20.0,,P33342
1079,YEHI_ECOLI,1210.0, ,0.0,,P33346
1080,YEHP_ECOLI,378.0, ,3.0,,P33352
1081,YEHT_ECOLI,239.0, ,0.0,,P0AFT5
1082,YEHX_ECOLI,308.0, ,0.0,,P33360
1083,YEIE_ECOLI,293.0, ,0.0,,P0ACR4
1084,YEII_ECOLI,362.0, ,0.0,,P33020
1085,YEIR_ECOLI,328.0, ,1.0,,P33030
1086,YEJB_ECOLI,364.0, ,143.0,,P0AFU0
1087,YEJH_ECOLI,586.0, ,0.0,,P33919
1088,YFAL_ECOLI,1250.0, ,3.0,,P45508
1089,YFAS_ECOLI,1534.0, ,13.0,,P76464
1090,YFAZ_ECOLI,180.0, ,16.0,,P76471
1091,YFBM_ECOLI,167.0,1rylA,0.0,,P76483
1092,YFBR_ECOLI,199.0,2parB,0.0,,P76491
1093,YFBU_ECOLI,164.0, ,0.0,,P0A8W8
1094,YFCD_ECOLI,180.0,2fkbC,0.0,,P65556
1095,YFCG_ECOLI,215.0,3gx0A,0.0,,P77526
1096,YFCN_ECOLI,183.0, ,0.0,,P0A8B2
1097,YFCR_ECOLI,170.0, ,13.0,,P76501
1098,YFCV_ECOLI,187.0, ,15.0,,P77288
1099,GTRB_ECOLI,306.0, ,49.0,,P77293
1100,YFDV_ECOLI,314.0, ,186.0,,P0AA49
1101,YFEA_ECOLI,729.0, ,169.0,,P23842
1102,YFEO_ECOLI,418.0, ,199.0,,P67729
1103,YFEW_ECOLI,434.0, ,8.0,,P77619
1104,YFFS_ECOLI,269.0, ,0.0,,P76550
1105,YFGL_ECOLI,392.0,3q7oA,7.0,,P77774
1106,YFHH_ECOLI,282.0, ,4.0,,P37767
1107,YFIB_ECOLI,160.0, ,4.0,,P07021
1108,YFIF_ECOLI,345.0, ,0.0,,P0AGJ5
1109,YFIO_ECOLI,245.0,3tgoB,6.0,,P0AC02
1110,YFJI_ECOLI,469.0, ,0.0,,P52124
1111,YFJP_ECOLI,287.0, ,0.0,,P52131
1112,YFJX_ECOLI,152.0, ,0.0,,P52139
1113,YGAP_ECOLI,174.0, ,32.0,,P55734
1114,YGBI_ECOLI,255.0, ,0.0,,P52598
1115,YGBL_ECOLI,212.0, ,0.0,,Q46890
1116,YGBT_ECOLI,305.0,3nkeA,0.0,,Q46896
1117,YGCF_ECOLI,223.0, ,0.0,,P64554
1118,YGCI_ECOLI,224.0, ,0.0,,Q46898
1119,YGCL_ECOLI,502.0, ,0.0,,Q46901
1120,YGCQ_ECOLI,286.0, ,1.0,,Q46907
1121,YGCU_ECOLI,484.0, ,0.0,,Q46911
1122,YGDH_ECOLI,454.0, ,1.0,,P0ADR8
1123,YGEG_ECOLI,163.0, ,0.0,,Q46787
1124,YGEN_ECOLI,235.0, ,0.0,,Q46793
1125,YGEV_ECOLI,592.0, ,0.0,,Q46802
1126,YGEY_ECOLI,403.0, ,0.0,,P65807
1127,YGFF_ECOLI,247.0, ,0.0,,P52037
1128,YGFJ_ECOLI,192.0, ,0.0,,Q46810
1129,YGFQ_ECOLI,455.0, ,248.0,,Q46817
1130,YGFU_ECOLI,482.0, ,240.0,,Q46821
1131,YGGD_ECOLI,169.0,3c8gC,0.0,,P11663
1132,YGGP_ECOLI,425.0, ,6.0,,P52048
1133,YGGW_ECOLI,378.0, ,0.0,,P52062
1134,YGHE_ECOLI,286.0, ,17.0,,Q46833
1135,YGHO_ECOLI,366.0, ,0.0,,Q46840
1136,YGHS_ECOLI,237.0, ,7.0,,Q46843
1137,YGHX_ECOLI,278.0, ,8.0,,Q7DFU6
1138,YGID_ECOLI,262.0,2pw6A,0.0,,P24197
1139,YGIL_ECOLI,183.0, ,7.0,,P39834
1140,YGIS_ECOLI,535.0, ,9.0,,Q46863
1141,YGJI_ECOLI,477.0, ,252.0,,P42590
1142,YGJQ_ECOLI,230.0, ,19.0,,P42598
1143,YHAC_ECOLI,395.0, ,1.0,,P11864
1144,YHAM_ECOLI,436.0, ,7.0,,P42626
1145,YHBE_ECOLI,321.0, ,194.0,,P0AA73
1146,YHBS_ECOLI,167.0, ,0.0,,P63417
1147,YHBW_ECOLI,335.0, ,2.0,,P0ADV5
1148,YHCC_ECOLI,309.0, ,0.0,,P0ADW6
1149,YHCG_ECOLI,375.0, ,0.0,,P45423
1150,YHDE_ECOLI,197.0, ,0.0,,P25536
1151,YHDP_ECOLI,1266.0, ,32.0,,P46474
1152,YHDY_ECOLI,367.0, ,175.0,,P45768
1153,YHES_ECOLI,637.0, ,0.0,,P63389
1154,YHFS_ECOLI,361.0, ,2.0,,P45545
1155,YHFX_ECOLI,387.0, ,0.0,,P45550
1156,YHGF_ECOLI,773.0, ,0.0,,P46837
1157,YHHN_ECOLI,208.0, ,116.0,,P0ADI9
1158,YHHT_ECOLI,349.0, ,172.0,,P0AGM0
1159,YHHY_ECOLI,162.0, ,0.0,,P46854
1160,YHIH_ECOLI,911.0, ,110.0,,P37624
1161,YHIN_ECOLI,400.0, ,6.0,,P37631
1162,YHIS_ECOLI,260.0, ,0.0,,P37635
1163,YHJC_ECOLI,299.0, ,0.0,,P37641
1164,YHJG_ECOLI,686.0, ,32.0,,P37645
1165,YHJK_ECOLI,662.0, ,42.0,,P37649
1166,YHJU_ECOLI,559.0, ,77.0,,P37659
1167,YHJY_ECOLI,232.0, ,14.0,,P37663
1168,YIAJ_ECOLI,282.0,1ysqA,0.0,,P37671
1169,YIAO_ECOLI,328.0, ,14.0,,P37676
1170,YIAV_ECOLI,378.0, ,40.0,,P37683
1171,YIBD_ECOLI,344.0, ,0.0,,P11290
1172,YIBH_ECOLI,378.0, ,41.0,,P0AFV0
1173,XYLS_ECOLI,772.0,1xsiA,0.0,,P31434
1174,YICO_ECOLI,444.0, ,258.0,,P31440
1175,YIDE_ECOLI,553.0, ,206.0,,P60872
1176,YIDL_ECOLI,297.0, ,0.0,,P31449
1177,YIDX_ECOLI,218.0, ,32.0,,P0ADM6
1178,YIEF_ECOLI,188.0, ,0.0,,P0AGE6
1179,YIEL_ECOLI,389.0, ,9.0,,P31471
1180,YIFK_ECOLI,461.0, ,242.0,,P27837
1181,YIGE_ECOLI,254.0, ,8.0,,P27840
1182,YIGM_ECOLI,299.0, ,168.0,,P0ADP5
1183,YIHG_ECOLI,310.0, ,47.0,,P32129
1184,YIHM_ECOLI,326.0, ,0.0,,P32134
1185,YIHP_ECOLI,461.0, ,254.0,,P32137
1186,YIHS_ECOLI,413.0,2rgkA,0.0,,P32140
1187,YIHV_ECOLI,298.0, ,0.0,,P32143
1188,YIHY_ECOLI,290.0, ,131.0,,P0A8K8
1189,YIIM_ECOLI,224.0,1o65A,0.0,,P32157
1190,YIJF_ECOLI,205.0, ,0.0,,P32668
1191,YJAH_ECOLI,231.0, ,4.0,,P32681
1192,YJBG_ECOLI,245.0, ,13.0,,P32688
1193,YJCC_ECOLI,528.0, ,37.0,,P32701
1194,YJCF_ECOLI,430.0, ,0.0,,P32704
1195,YJDA_ECOLI,742.0, ,0.0,,P16694
1196,YJDL_ECOLI,485.0, ,284.0,,P39276
1197,YJEH_ECOLI,418.0, ,246.0,,P39277
1198,YJEP_ECOLI,1107.0, ,236.0,,P39285
1199,YJFF_ECOLI,331.0, ,173.0,,P37772
1200,YJGA_ECOLI,183.0, ,0.0,,P0A8X0
1201,YJGJ_ECOLI,197.0, ,0.0,,P39334
1202,YJGN_ECOLI,398.0, ,154.0,,P39338
1203,YJHB_ECOLI,405.0, ,251.0,,P39352
1204,YJHG_ECOLI,655.0, ,0.0,,P39358
1205,YJHP_ECOLI,248.0,1nkvA,0.0,,P39367
1206,YJHU_ECOLI,328.0, ,0.0,,P39356
1207,YJIK_ECOLI,286.0, ,17.0,,P39382
1208,YJIN_ECOLI,426.0, ,54.0,,P39385
1209,YJIV_ECOLI,906.0, ,2.0,,P39393
1210,YJJI_ECOLI,516.0, ,0.0,,P37342
1211,YJJL_ECOLI,453.0, ,238.0,,P39398
1212,YJJQ_ECOLI,241.0, ,0.0,,P0ADD7
1213,YJJW_ECOLI,287.0, ,0.0,,P39409
1214,YKFC_ECOLI,376.0, ,0.0,,Q47688
1215,YKGC_ECOLI,441.0, ,3.0,,P77212
1216,YKGF_ECOLI,475.0, ,1.0,,P77536
1217,YLAB_ECOLI,516.0, ,36.0,,P77473
1218,YLIE_ECOLI,782.0, ,33.0,,P75800
1219,YLIJ_ECOLI,208.0, ,1.0,,P0ACA7
1220,YMDC_ECOLI,473.0, ,4.0,,P75919
1221,YNAA_ECOLI,342.0, ,0.0,,P77658
1222,YNBB_ECOLI,298.0, ,183.0,,P76091
1223,YNCA_ECOLI,172.0, ,0.0,,P76112
1224,YNCE_ECOLI,353.0, ,7.0,,P76116
1225,GLSA2_ECOLI,308.0, ,0.0,,P0A6W0
1226,YNFE_ECOLI,808.0, ,11.0,,P77374
1227,YNFH_ECOLI,284.0, ,151.0,,P76173
1228,YNFM_ECOLI,417.0, ,236.0,,P43531
1229,YNIC_ECOLI,222.0,1te2A,0.0,,P77247
1230,YNJC_ECOLI,511.0, ,250.0,,P76224
1231,YNJF_ECOLI,206.0, ,99.0,,P76226
1232,YOBB_ECOLI,218.0, ,0.0,,P76280
1233,YOHC_ECOLI,195.0, ,86.0,,P0AD17
1234,YOHK_ECOLI,231.0, ,114.0,,P0AD19
1235,YPDB_ECOLI,244.0, ,0.0,,P0AE39
1236,YPDF_ECOLI,361.0, ,0.0,,P76524
1237,YPFJ_ECOLI,287.0, ,17.0,,P64429
1238,YPHC_ECOLI,353.0, ,0.0,,P77360
1239,YPHF_ECOLI,327.0, ,7.0,,P77269
1240,YPJA_ECOLI,1526.0, ,16.0,,P52143
1241,YQCE_ECOLI,425.0, ,251.0,,P77031
1242,YQEC_ECOLI,256.0, ,2.0,,Q46809
1243,YQEH_ECOLI,210.0, ,0.0,,Q46941
1244,YQGA_ECOLI,235.0, ,151.0,,Q46831
1245,YQHD_ECOLI,387.0,1oj7A,0.0,,Q46856
1246,YQIG_ECOLI,821.0, ,6.0,,P76655
1247,YQIJ_ECOLI,209.0, ,59.0,,P76657
1248,YQJH_ECOLI,254.0, ,0.0,,Q46871
1249,YRAI_ECOLI,231.0, ,20.0,,P42914
1250,YRAP_ECOLI,191.0, ,22.0,,P64596
1251,YRBG_ECOLI,325.0, ,181.0,,P45394
1252,YRDD_ECOLI,180.0, ,0.0,,P45771
1253,YSAA_ECOLI,157.0, ,0.0,,P56256
1254,YTFE_ECOLI,220.0, ,0.0,,P69506
1255,YTFL_ECOLI,447.0, ,88.0,,P0AE45
1256,YTFQ_ECOLI,318.0,2vk2A,18.0,,P39325
1257,ZINT_ECOLI,216.0,1txlA,8.0,,P76344
1258,ATZN_ECOLI,732.0, ,111.0,,P37617
1259,ZNUB_ECOLI,261.0, ,166.0,,P39832
1260,ZRAS_ECOLI,465.0, ,30.0,,P14377
1261,G6PD_ECOLI,491.0, ,0.0,,P0AC53
1262,ACP_ECOLI,78.0,1t8kA,0.0,,P0A6A8
1263,APAG_ECOLI,125.0, ,0.0,,P62672
1264,ARNF_ECOLI,128.0, ,70.0,,P76474
1265,ATPE_ECOLI,139.0,1aqtA,0.0,,P0A6E6
1266,BHSA_ECOLI,85.0, ,11.0,,P0AB40
1267,BSMA_ECOLI,109.0, ,17.0,,P39297
1268,CEDA_ECOLI,80.0, ,0.0,,P0AE60
1269,PTQB_ECOLI,106.0,1iibA,0.0,,P69795
1270,CHPS_ECOLI,83.0, ,0.0,,P08365
1271,CNU_ECOLI,71.0, ,0.0,,P64467
1272,CSGC_ECOLI,110.0, ,0.0,,P52107
1273,CSPC_ECOLI,69.0, ,0.0,,P0A9Y6
1274,CSPF_ECOLI,70.0, ,0.0,,P0A976
1275,CSPI_ECOLI,70.0, ,0.0,,P0A986
1276,CUSF_ECOLI,110.0,1zeqX,3.0,,P77214
1277,CYOD_ECOLI,109.0, ,56.0,,P0ABJ6
1278,DICC_ECOLI,76.0, ,0.0,,P06965
1279,DINQ_ECOLI,42.0, ,16.0,,A5A624
1280,EBGC_ECOLI,149.0, ,0.0,,P0AC73
1281,ENTH_ECOLI,137.0,1vh9A,0.0,,P0A8Y8
1282,EUTM_ECOLI,97.0,3mpwA,2.0,,P0ABF4
1283,EXBD_ECOLI,141.0, ,18.0,,P0ABV2
1284,FEOA_ECOLI,75.0, ,0.0,,P0AEL3
1285,FIXX_ECOLI,95.0, ,0.0,,P68646
1286,FLGC_ECOLI,134.0, ,0.0,,P0ABX2
1287,FLHD_ECOLI,116.0,2avuB,0.0,,P0A8S9
1288,FLIQ_ECOLI,89.0, ,43.0,,P0AC07
1289,FOLB_ECOLI,122.0,2o90A,0.0,,P0AC16
1290,FRDD_ECOLI,119.0,1kf6D,52.0,,P0A8Q3
1291,PTFA_ECOLI,148.0, ,0.0,,P32155
1292,PTFB1_ECOLI,108.0, ,0.0,,P69808
1293,PTKA_ECOLI,150.0, ,0.0,,P69828
1294,GLCG_ECOLI,134.0, ,1.0,,P0AEQ1
1295,GLNK_ECOLI,112.0,1gnkB,0.0,,P0AC55
1296,GRCA_ECOLI,127.0, ,0.0,,P68066
1297,GLRX3_ECOLI,83.0, ,0.0,,P0AC62
1298,HCAC_ECOLI,106.0, ,0.0,,P0ABW0
1299,HFQ_ECOLI,102.0,3qhsC,0.0,,P0A6X3
1300,HICB_ECOLI,138.0, ,0.0,,P67697
1301,HINT_ECOLI,119.0,3n1sJ,0.0,,P0ACE7
1302,HNS_ECOLI,137.0, ,0.0,,P0ACF8
1303,HOFP_ECOLI,134.0, ,2.0,,P45750
1304,HOKC_ECOLI,50.0, ,14.0,,P0ACG4
1305,HOLD_ECOLI,137.0,1em8D,0.0,,P28632
1306,HSLR_ECOLI,133.0,1dm9B,0.0,,P0ACG8
1307,DBHB_ECOLI,90.0,2o97B,0.0,,P0ACF4
1308,HYBG_ECOLI,82.0, ,0.0,,P0AAM7
1309,IBPA_ECOLI,137.0, ,0.0,,P0C054
1310,IHFB_ECOLI,94.0,1ihfB,0.0,,P0A6Y1
1311,ILVN_ECOLI,96.0, ,0.0,,P0ADF8
1312,INSA2_ECOLI,91.0, ,0.0,,P0CF08
1313,INSA5_ECOLI,91.0, ,0.0,,P0CF11
1314,INSC1_ECOLI,121.0, ,0.0,,P0CF40
1315,INSC4_ECOLI,121.0, ,0.0,,P0CF43
1316,INSC7_ECOLI,121.0, ,0.0,,P0CF46
1317,INSE3_ECOLI,99.0, ,0.0,,P0CF68
1318,INSE6_ECOLI,99.0, ,0.0,,P0CF71
1319,INSN2_ECOLI,100.0, ,0.0,,P39212
1320,IRAD_ECOLI,130.0, ,0.0,,P39375
1321,ISCX_ECOLI,66.0,1uj8A,0.0,,P0C0L9
1322,LDRB_ECOLI,35.0, ,17.0,,Q6BF87
1323,LPP_ECOLI,78.0,1eq7A,5.0,,P69776
1324,MARR_ECOLI,144.0,1jgsA,0.0,,P27245
1325,MCBA_ECOLI,86.0, ,13.0,,P0AAX6
1326,METJ_ECOLI,105.0,1cmaA,0.0,,P0A8U6
1327,MIOC_ECOLI,147.0, ,0.0,,P03817
1328,MOAD_ECOLI,81.0,1fm0D,0.0,,P30748
1329,MQSR_ECOLI,98.0,3hi2B,0.0,,Q46865
1330,MUTT_ECOLI,129.0,3a6tA,0.0,,P08337
1331,NDK_ECOLI,143.0,2hurA,0.0,,P0A763
1332,NIRD_ECOLI,108.0, ,0.0,,P0A9I8
1333,NRDR_ECOLI,149.0, ,0.0,,P0A8D0
1334,NUDB_ECOLI,150.0,2o1cA,0.0,,P0AFC0
1335,NUOA_ECOLI,147.0, ,68.0,,P0AFC3
1336,OGRK_ECOLI,72.0, ,0.0,,P37057
1337,PAAB_ECOLI,95.0, ,0.0,,P76078
1338,PHNA_ECOLI,111.0, ,0.0,,P0AFJ1
1339,PINH_ECOLI,79.0, ,0.0,,P76611
1340,PPDD_ECOLI,146.0, ,19.0,,P36647
1341,PRIB_ECOLI,104.0,1v1qA,0.0,,P07013
1342,PTSO_ECOLI,90.0, ,0.0,,P0A9N0
1343,REQ1_ECOLI,127.0, ,0.0,,Q47274
1344,RATB_ECOLI,96.0, ,0.0,,P52119
1345,RCNB_ECOLI,112.0, ,13.0,,P64534
1346,RELB_ECOLI,79.0, ,0.0,,P0C079
1347,RHAM_ECOLI,104.0,1x8dA,0.0,,P32156
1348,RIMP_ECOLI,150.0, ,0.0,,P0A8A8
1349,RNPA_ECOLI,119.0, ,0.0,,P0A7Y8
1350,RL9_ECOLI,149.0,1vs6H,0.0,,P0A7R1
1351,RL13_ECOLI,142.0,1vt2J,0.0,,P0AA10
1352,RL16_ECOLI,136.0,1vs6M,0.0,,P0ADY7
1353,RL19_ECOLI,115.0,1vs6P,0.0,,P0A7K6
1354,RL22_ECOLI,110.0,1vs6S,0.0,,P61175
1355,RL25_ECOLI,94.0,1dfuP,0.0,,P68919
1356,RL29_ECOLI,63.0,1vs6X,0.0,,P0A7M6
1357,RL31B_ECOLI,87.0, ,0.0,,P0A7N1
1358,RL34_ECOLI,46.0,1vs62,0.0,,P0A7P5
1359,RL362_ECOLI,46.0, ,0.0,,Q2EEQ2
1360,RS8_ECOLI,130.0,1vs5H,0.0,,P0A7W7
1361,RS11_ECOLI,129.0,1vs5K,0.0,,P0A7R9
1362,RS14_ECOLI,101.0,1vs5N,0.0,,P0AG59
1363,RS17_ECOLI,84.0,1vs7Q,0.0,,P0AG63
1364,RS20_ECOLI,87.0,1vs5T,0.0,,P0A7U7
1365,RUSA_ECOLI,120.0,2h8eA,0.0,,P0AG74
1366,RZOR_ECOLI,61.0, ,2.0,,P58042
1367,DHSD_ECOLI,115.0,1nekD,70.0,,P0AC44
1368,SFSB_ECOLI,92.0, ,0.0,,P0ACH1
1369,SHOB_ECOLI,26.0, ,12.0,,C1P611
1370,SMPA_ECOLI,113.0,2yh9B,15.0,,P0A937
1371,PTHA_ECOLI,123.0, ,0.0,,P05706
1372,SUFE_ECOLI,138.0,1mzgB,1.0,,P76194
1373,TABA_ECOLI,150.0, ,0.0,,P0AF96
1374,TDCF_ECOLI,129.0,2uyjA,1.0,,P0AGL2
1375,THIS_ECOLI,66.0,1zud4,0.0,,O32583
1376,LPTN_ECOLI,24.0, ,0.0,,P0AD89
1377,PRTL_ECOLI,29.0, ,0.0,,P02338
1378,THIO2_ECOLI,139.0, ,0.0,,P0AGG4
1379,TUSC_ECOLI,119.0,2d1pB,1.0,,P45531
1380,ULAB_ECOLI,101.0, ,0.0,,P69822
1381,USPA_ECOLI,144.0, ,0.0,,P0AED0
1382,USPF_ECOLI,144.0, ,0.0,,P37903
1383,VXIS_ECOLI,81.0, ,0.0,,P75970
